,state_id,area_type,education_level,age_group,number_of_women,number_of_married_women,male_children,female_children,fertility_rate
8914,23,Total,Middle but below matric or secondary,15-19,1068657,157184,26230,24164,0.05
8915,23,Total,Middle but below matric or secondary,20-24,546281,423843,240920,228098,0.86
8916,23,Total,Middle but below matric or secondary,25-29,371157,353956,361755,338351,1.89
8917,23,Total,Middle but below matric or secondary,30-34,270329,265435,346688,322475,2.48
8918,23,Total,Middle but below matric or secondary,35-39,199110,196210,288267,265072,2.78
8919,23,Total,Middle but below matric or secondary,40-44,128349,127165,201428,182074,2.99
8920,23,Total,Middle but below matric or secondary,45-49,87486,86607,146772,128806,3.15
8921,23,Total,Middle but below matric or secondary,50-54,58691,58190,105430,91015,3.35
8922,23,Total,Middle but below matric or secondary,55-59,40116,39560,76024,65116,3.52
8923,23,Total,Middle but below matric or secondary,60-64,30288,28656,56896,49281,3.51
8924,23,Total,Middle but below matric or secondary,65-69,19610,16363,32778,28516,3.13
8925,23,Total,Middle but below matric or secondary,70-74,9831,9211,18213,15785,3.46
8926,23,Total,Middle but below matric or secondary,75-79,5090,4572,9261,8109,3.41
8927,23,Total,Middle but below matric or secondary,80+,8710,6355,10096,8586,2.14
8928,23,Total,Matric or secondary but below graduate,All Ages,2734150,1586534,1545370,1391129,1.07
8929,23,Total,Matric or secondary but below graduate,Less than 15,0,0,0,0,
8930,23,Total,Matric or secondary but below graduate,15-19,880445,96496,13573,12124,0.03
8931,23,Total,Matric or secondary but below graduate,20-24,618243,316474,139255,128452,0.43
8932,23,Total,Matric or secondary but below graduate,25-29,340965,305604,257098,236883,1.45
8933,23,Total,Matric or secondary but below graduate,30-34,253678,245281,270413,247693,2.04
8934,23,Total,Matric or secondary but below graduate,35-39,196790,192580,239488,215698,2.31
8935,23,Total,Matric or secondary but below graduate,40-44,145460,143149,191411,170827,2.49
8936,23,Total,Matric or secondary but below graduate,45-49,103055,101484,142718,126996,2.62
8937,23,Total,Matric or secondary but below graduate,50-54,70985,69919,106374,90854,2.78
8938,23,Total,Matric or secondary but below graduate,55-59,48174,47273,75208,65436,2.92
8939,23,Total,Matric or secondary but below graduate,60-64,32163,31462,52214,45560,3.04
8940,23,Total,Matric or secondary but below graduate,65-69,19132,16217,26811,23491,2.63
8941,23,Total,Matric or secondary but below graduate,70-74,9509,8798,14600,12998,2.9
8942,23,Total,Matric or secondary but below graduate,75-79,4911,4326,7319,6390,2.79
8943,23,Total,Matric or secondary but below graduate,80+,7195,5391,6976,6062,1.81
8944,23,Total,Graduate and above,All Ages,1171675,890236,734109,659616,1.19
8945,23,Total,Graduate and above,Less than 15,0,0,0,0,
8946,23,Total,Graduate and above,15-19,0,0,0,0,
8947,23,Total,Graduate and above,20-24,253295,87077,25313,23511,0.19
8948,23,Total,Graduate and above,25-29,264057,186190,99198,91189,0.72
8949,23,Total,Graduate and above,30-34,193260,175644,141102,128595,1.4
8950,23,Total,Graduate and above,35-39,138991,132980,124879,110746,1.7
8951,23,Total,Graduate and above,40-44,108241,104483,107483,96017,1.88
8952,23,Total,Graduate and above,45-49,82112,79575,86097,77310,1.99
8953,23,Total,Graduate and above,50-54,54029,52079,60382,52416,2.09
8954,23,Total,Graduate and above,55-59,32967,31500,37982,33807,2.18
8955,23,Total,Graduate and above,60-64,20581,19538,25114,22435,2.31
8956,23,Total,Graduate and above,65-69,10014,9334,12540,10961,2.35
8957,23,Total,Graduate and above,70-74,5794,5194,6982,6218,2.28
8958,23,Total,Graduate and above,75-79,2443,2209,3006,2738,2.35
8959,23,Total,Graduate and above,80+,3746,2981,2945,2659,1.5
8960,23,Rural,Total,All Ages,25408016,14108560,23920765,21786170,1.8
8961,23,Rural,Total,Less than 15,8979630,88242,17594,15755,0.0
8962,23,Rural,Total,15-19,2497373,604151,145672,133635,0.11
8963,23,Rural,Total,20-24,2197131,1826368,1218122,1160103,1.08
8964,23,Rural,Total,25-29,1923404,1869725,2246623,2128836,2.27
8965,23,Rural,Total,30-34,1797462,1780090,2794848,2666631,3.04
8966,23,Rural,Total,35-39,1657138,1647762,3009878,2836037,3.53
8967,23,Rural,Total,40-44,1409839,1404007,2843455,2609850,3.87
8968,23,Rural,Total,45-49,1164791,1160868,2527306,2266605,4.12
8969,23,Rural,Total,50-54,859466,856390,1954369,1722542,4.28
8970,23,Rural,Total,55-59,733099,730339,1755505,1532973,4.49
8971,23,Rural,Total,60-64,725303,716104,1758096,1541014,4.55
8972,23,Rural,Total,65-69,556687,548009,1400919,1222822,4.71
8973,23,Rural,Total,70-74,418606,414168,1060021,924402,4.74
8974,23,Rural,Total,75-79,206337,204078,543321,469993,4.91
8975,23,Rural,Total,80+,259315,248578,631518,543242,4.53
8976,23,Rural,Illiterate,All Ages,14181012,9224572,18147516,16467618,2.44
8977,23,Rural,Illiterate,Less than 15,4644145,23008,10731,9649,0.0
8978,23,Rural,Illiterate,15-19,473428,230428,78644,72195,0.32
8979,23,Rural,Illiterate,20-24,815348,770345,599973,574543,1.44
8980,23,Rural,Illiterate,25-29,943845,933701,1253873,1194735,2.59
8981,23,Rural,Illiterate,30-34,1038450,1033379,1772961,1704549,3.35
8982,23,Rural,Illiterate,35-39,1092473,1088827,2134446,2021334,3.8
8983,23,Rural,Illiterate,40-44,1019440,1016776,2180869,2000706,4.1
8984,23,Rural,Illiterate,45-49,901816,899857,2047740,1835425,4.31
8985,23,Rural,Illiterate,50-54,687531,685869,1619335,1427718,4.43
8986,23,Rural,Illiterate,55-59,613988,612423,1507463,1316797,4.6
8987,23,Rural,Illiterate,60-64,632032,628981,1565582,1373333,4.65
8988,23,Rural,Illiterate,65-69,498529,495771,1280442,1119336,4.81
8989,23,Rural,Illiterate,70-74,384806,382153,986158,860623,4.8
8990,23,Rural,Illiterate,75-79,190643,189430,507967,439313,4.97
8991,23,Rural,Illiterate,80+,232443,227988,591988,509185,4.74
8992,23,Rural,Literate,All Ages,11227004,4883988,5773249,5318552,0.99
8993,23,Rural,Literate,Less than 15,4335485,65234,6863,6106,0.0
8994,23,Rural,Literate,15-19,2023945,373723,67028,61440,0.06
8995,23,Rural,Literate,20-24,1381783,1056023,618149,585560,0.87
8996,23,Rural,Literate,25-29,979559,936024,992750,934101,1.97
8997,23,Rural,Literate,30-34,759012,746711,1021887,962082,2.61
8998,23,Rural,Literate,35-39,564665,558935,875432,814703,2.99
8999,23,Rural,Literate,40-44,390399,387231,662586,609144,3.26
9000,23,Rural,Literate,45-49,262975,261011,479566,431180,3.46
9001,23,Rural,Literate,50-54,171935,170521,335034,294824,3.66
9002,23,Rural,Literate,55-59,119111,117916,248042,216176,3.9
9003,23,Rural,Literate,60-64,93271,87123,192514,167681,3.86
9004,23,Rural,Literate,65-69,58158,52238,120477,103486,3.85
9005,23,Rural,Literate,70-74,33800,32015,73863,63779,4.07
9006,23,Rural,Literate,75-79,15694,14648,35354,30680,4.21
9007,23,Rural,Literate,80+,26872,20590,39530,34057,2.74
9008,23,Rural,Literate but below primary,All Ages,3359669,845141,1241379,1141808,0.71
9009,23,Rural,Literate but below primary,Less than 15,2385628,19230,1206,1105,0.0
9010,23,Rural,Literate but below primary,15-19,161879,40831,9180,8259,0.11
9011,23,Rural,Literate but below primary,20-24,135637,118523,81013,77127,1.17
9012,23,Rural,Literate but below primary,25-29,129289,127014,152573,144140,2.29
9013,23,Rural,Literate but below primary,30-34,125690,124417,187560,177525,2.9
9014,23,Rural,Literate but below primary,35-39,110506,109915,186434,175072,3.27
9015,23,Rural,Literate but below primary,40-44,89870,89499,164133,151592,3.51
9016,23,Rural,Literate but below primary,45-49,67611,67402,130444,118228,3.68
9017,23,Rural,Literate but below primary,50-54,46923,46739,95564,84796,3.84
9018,23,Rural,Literate but below primary,55-59,34043,33911,73537,64402,4.05
9019,23,Rural,Literate but below primary,60-64,28726,27639,63243,55457,4.13
9020,23,Rural,Literate but below primary,65-69,18349,17806,43266,37585,4.41
9021,23,Rural,Literate but below primary,70-74,11317,11079,27123,23765,4.5
9022,23,Rural,Literate but below primary,75-79,5246,5148,13256,11481,4.72
9023,23,Rural,Literate but below primary,80+,6412,5508,12273,10812,3.6
9024,23,Rural,Primary but below middle,All Ages,3797918,1735704,2155390,1992743,1.09
9025,23,Rural,Primary but below middle,Less than 15,1591777,34224,3118,2788,0.0
9026,23,Rural,Primary but below middle,15-19,556660,129414,25957,23773,0.09
9027,23,Rural,Primary but below middle,20-24,415976,362029,234517,222677,1.1
9028,23,Rural,Primary but below middle,25-29,333236,326876,375045,354009,2.19
9029,23,Rural,Primary but below middle,30-34,269816,266420,385083,364958,2.78
9030,23,Rural,Primary but below middle,35-39,205282,203902,332084,310605,3.13
9031,23,Rural,Primary but below middle,40-44,143670,142708,250818,231187,3.35
9032,23,Rural,Primary but below middle,45-49,98666,98184,184267,165860,3.55
9033,23,Rural,Primary but below middle,50-54,64967,64553,129284,114032,3.75
9034,23,Rural,Primary but below middle,55-59,43893,43610,93707,81392,3.99
9035,23,Rural,Primary but below middle,60-64,33190,29703,66509,57421,3.73
9036,23,Rural,Primary but below middle,65-69,17452,15824,36862,31395,3.91
9037,23,Rural,Primary but below middle,70-74,9047,8328,19292,16413,3.95
9038,23,Rural,Primary but below middle,75-79,3839,3532,8399,7277,4.08
9039,23,Rural,Primary but below middle,80+,7854,5318,9214,7867,2.17
9040,23,Rural,Middle but below matric or secondary,All Ages,2170959,1093926,1076738,999237,0.96
9041,23,Rural,Middle but below matric or secondary,Less than 15,304546,9659,1924,1675,0.01
9042,23,Rural,Middle but below matric or secondary,15-19,806129,124068,19828,18406,0.05
9043,23,Rural,Middle but below matric or secondary,20-24,389155,308200,174523,165652,0.87
9044,23,Rural,Middle but below matric or secondary,25-29,238717,230620,238804,225654,1.95
9045,23,Rural,Middle but below matric or secondary,30-34,165365,163258,216999,202843,2.54
9046,23,Rural,Middle but below matric or secondary,35-39,109424,107959,162091,150633,2.86
9047,23,Rural,Middle but below matric or secondary,40-44,61805,61284,99131,91401,3.08
9048,23,Rural,Middle but below matric or secondary,45-49,35365,34920,60795,54014,3.25
9049,23,Rural,Middle but below matric or secondary,50-54,21586,21380,39942,34959,3.47
9050,23,Rural,Middle but below matric or secondary,55-59,13888,13587,27187,23474,3.65
9051,23,Rural,Middle but below matric or secondary,60-64,9236,8346,17354,15143,3.52
9052,23,Rural,Middle but below matric or secondary,65-69,6432,4294,8621,7304,2.48
9053,23,Rural,Middle but below matric or secondary,70-74,2620,2282,4238,3549,2.97
9054,23,Rural,Middle but below matric or secondary,75-79,1249,922,1753,1474,2.58
9055,23,Rural,Middle but below matric or secondary,80+,3912,2392,2889,2539,1.39
9056,23,Rural,Matric or secondary but below graduate,All Ages,1125616,605052,524462,479558,0.89
9057,23,Rural,Matric or secondary but below graduate,Less than 15,0,0,0,0,
9058,23,Rural,Matric or secondary but below graduate,15-19,429204,54181,6853,6146,0.03
9059,23,Rural,Matric or secondary but below graduate,20-24,294680,168258,75340,70043,0.49
9060,23,Rural,Matric or secondary but below graduate,25-29,147719,136529,120048,111367,1.57
9061,23,Rural,Matric or secondary but below graduate,30-34,98468,96118,110565,102384,2.16
9062,23,Rural,Matric or secondary but below graduate,35-39,63850,62699,82219,74403,2.45
9063,23,Rural,Matric or secondary but below graduate,40-44,38809,38167,53791,48740,2.64
9064,23,Rural,Matric or secondary but below graduate,45-49,21200,20828,30708,27668,2.75
9065,23,Rural,Matric or secondary but below graduate,50-54,12045,11768,18817,16215,2.91
9066,23,Rural,Matric or secondary but below graduate,55-59,7524,7303,12339,10600,3.05
9067,23,Rural,Matric or secondary but below graduate,60-64,4249,4080,6951,6126,3.08
9068,23,Rural,Matric or secondary but below graduate,65-69,3061,1939,3005,2616,1.84
9069,23,Rural,Matric or secondary but below graduate,70-74,1260,1033,1502,1309,2.23
9070,23,Rural,Matric or secondary but below graduate,75-79,687,477,742,620,1.98
9071,23,Rural,Matric or secondary but below graduate,80+,1941,1193,1193,989,1.12
9072,23,Rural,Graduate and above,All Ages,194665,140090,105107,95737,1.03
9073,23,Rural,Graduate and above,Less than 15,0,0,0,0,
9074,23,Rural,Graduate and above,15-19,0,0,0,0,
9075,23,Rural,Graduate and above,20-24,62577,25868,8298,7898,0.26
9076,23,Rural,Graduate and above,25-29,54652,41412,24322,22727,0.86
9077,23,Rural,Graduate and above,30-34,33200,30752,26471,23967,1.52
9078,23,Rural,Graduate and above,35-39,18775,18066,18184,16464,1.85
9079,23,Rural,Graduate and above,40-44,11334,10895,12134,10840,2.03
9080,23,Rural,Graduate and above,45-49,6454,6177,7198,6407,2.11
9081,23,Rural,Graduate and above,50-54,3309,3113,3731,3202,2.1
9082,23,Rural,Graduate and above,55-59,1805,1682,2105,1872,2.2
9083,23,Rural,Graduate and above,60-64,1021,942,1337,1165,2.45
9084,23,Rural,Graduate and above,65-69,537,460,642,568,2.25
9085,23,Rural,Graduate and above,70-74,298,225,272,246,1.74
9086,23,Rural,Graduate and above,75-79,112,91,112,101,1.9
9087,23,Rural,Graduate and above,80+,372,265,206,189,1.06
9088,23,Urban,Total,All Ages,9606487,5488313,7788733,6869056,1.53
9089,23,Urban,Total,Less than 15,2699343,30355,6612,5926,0.0
9090,23,Urban,Total,15-19,969344,137584,34172,30399,0.07
9091,23,Urban,Total,20-24,976360,572127,318181,296855,0.63
9092,23,Urban,Total,25-29,875777,760463,707970,655572,1.56
9093,23,Urban,Total,30-34,766793,735298,908041,838753,2.28
9094,23,Urban,Total,35-39,711069,697189,1009520,910497,2.7
9095,23,Urban,Total,40-44,610747,602149,964382,849196,2.97
9096,23,Urban,Total,45-49,519372,513521,888248,767114,3.19
9097,23,Urban,Total,50-54,388384,383842,709279,599072,3.37
9098,23,Urban,Total,55-59,294735,291190,576418,486440,3.61
9099,23,Urban,Total,60-64,272644,267119,558339,476145,3.79
9100,23,Urban,Total,65-69,190369,184683,409266,350935,3.99
9101,23,Urban,Total,70-74,143569,140548,317713,274119,4.12
9102,23,Urban,Total,75-79,72211,70661,163734,141370,4.23
9103,23,Urban,Total,80+,98719,92562,206228,177546,3.89
9104,23,Urban,Illiterate,All Ages,3156650,1763431,3362034,2922574,1.99
9105,23,Urban,Illiterate,Less than 15,1310749,4128,1837,1680,0.0
9106,23,Urban,Illiterate,15-19,73941,27068,11476,10120,0.29
9107,23,Urban,Illiterate,20-24,124361,107797,81815,76755,1.28
9108,23,Urban,Illiterate,25-29,156198,150596,187876,175138,2.32
9109,23,Urban,Illiterate,30-34,177407,174530,278418,259565,3.03
9110,23,Urban,Illiterate,35-39,204225,202323,366512,330985,3.42
9111,23,Urban,Illiterate,40-44,199561,198015,392783,342350,3.68
9112,23,Urban,Illiterate,45-49,186121,185029,389627,330477,3.87
9113,23,Urban,Illiterate,50-54,149698,148782,325222,271197,3.98
9114,23,Urban,Illiterate,55-59,126325,125582,287375,239012,4.17
9115,23,Urban,Illiterate,60-64,138359,137249,316860,267602,4.22
9116,23,Urban,Illiterate,65-69,105843,104825,250555,213587,4.39
9117,23,Urban,Illiterate,70-74,90530,89508,213586,183340,4.38
9118,23,Urban,Illiterate,75-79,44038,43581,106658,91527,4.5
9119,23,Urban,Illiterate,80+,63811,61843,147474,126060,4.29
9120,23,Urban,Literate,All Ages,6449837,3724882,4426699,3946482,1.3
9121,23,Urban,Literate,Less than 15,1388594,26227,4775,4246,0.01
9122,23,Urban,Literate,15-19,895403,110516,22696,20279,0.05
9123,23,Urban,Literate,20-24,851999,464330,236366,220100,0.54
9124,23,Urban,Literate,25-29,719579,609867,520094,480434,1.39
9125,23,Urban,Literate,30-34,589386,560768,629623,579188,2.05
9126,23,Urban,Literate,35-39,506844,494866,643008,579512,2.41
9127,23,Urban,Literate,40-44,411186,404134,571599,506846,2.62
9128,23,Urban,Literate,45-49,333251,328492,498621,436637,2.81
9129,23,Urban,Literate,50-54,238686,235060,384057,327875,2.98
9130,23,Urban,Literate,55-59,168410,165608,289043,247428,3.19
9131,23,Urban,Literate,60-64,134285,129870,241479,208543,3.35
9132,23,Urban,Literate,65-69,84526,79858,158711,137348,3.5
9133,23,Urban,Literate,70-74,53039,51040,104127,90779,3.67
9134,23,Urban,Literate,75-79,28173,27080,57076,49843,3.8
9135,23,Urban,Literate,80+,34908,30719,58754,51486,3.16
9136,23,Urban,Literate but below primary,All Ages,979596,273085,459059,406073,0.88
9137,23,Urban,Literate but below primary,Less than 15,675477,5435,426,429,0.0
9138,23,Urban,Literate but below primary,15-19,30556,5526,1677,1511,0.1
9139,23,Urban,Literate but below primary,20-24,26836,20794,14382,13642,1.04
9140,23,Urban,Literate but below primary,25-29,29052,27705,32309,30439,2.16
9141,23,Urban,Literate but below primary,30-34,30529,29781,44095,40986,2.79
9142,23,Urban,Literate but below primary,35-39,32402,32022,53253,48464,3.14
9143,23,Urban,Literate but below primary,40-44,29787,29530,53087,46788,3.35
9144,23,Urban,Literate but below primary,45-49,26934,26768,50934,43780,3.52
9145,23,Urban,Literate but below primary,50-54,21117,20976,42019,36093,3.7
9146,23,Urban,Literate but below primary,55-59,17425,17317,36837,30920,3.89
9147,23,Urban,Literate but below primary,60-64,18051,17671,38174,32570,3.92
9148,23,Urban,Literate but below primary,65-69,14485,14237,32634,28579,4.23
9149,23,Urban,Literate but below primary,70-74,11317,11172,26182,22978,4.34
9150,23,Urban,Literate but below primary,75-79,6638,6558,15914,13824,4.48
9151,23,Urban,Literate but below primary,80+,7541,7211,16621,14613,4.14
9152,23,Urban,Primary but below middle,All Ages,1439851,791669,1158738,1031336,1.52
9153,23,Urban,Primary but below middle,Less than 15,511486,12810,1827,1589,0.01
9154,23,Urban,Primary but below middle,15-19,131812,24195,6426,5780,0.09
9155,23,Urban,Primary but below middle,20-24,120246,94295,61283,57556,0.99
9156,23,Urban,Primary but below middle,25-29,116670,110963,122491,115112,2.04
9157,23,Urban,Primary but below middle,30-34,105136,102522,142870,133400,2.63
9158,23,Urban,Primary but below middle,35-39,101468,100283,158652,144241,2.99
9159,23,Urban,Primary but below middle,40-44,85900,85149,145184,128399,3.18
9160,23,Urban,Primary but below middle,45-49,75063,74634,136033,117833,3.38
